X[m], Tg[K], Pg[Pa], Rhog[kg/m^3], Rd[m], Yf, Ug[m/s], HRR
0.1922350387 2868.957196 2037291.058511 2.388615 1.047712e-07 0.000000e+00 939.073553 6.590011e+02
0.1922396302 2868.957196 2037291.056729 2.388615 1.047717e-07 0.000000e+00 939.073554 6.404130e+02
0.1922442216 2868.957196 2037291.054931 2.388615 1.047722e-07 0.000000e+00 939.073554 6.199488e+02
0.1922901362 2868.957196 2037291.045545 2.388615 1.047746e-07 0.000000e+00 939.073558 -2.721273e+05
0.1923360508 2868.957196 2037291.046036 2.388615 1.047748e-07 7.003350e-20 939.073558 5.363090e+05
0.1923819654 2868.957196 2037291.036981 2.388615 1.047769e-07 5.201594e-20 939.073562 -4.663735e+05
0.1928411112 2868.957196 2037291.030240 2.388615 1.047776e-07 6.082401e-19 939.073565 -2.746662e+06
0.1933002570 2868.957196 2037291.036282 2.388615 1.047777e-07 1.486392e-18 939.073562 2.225756e+05
0.1937594028 2868.957196 2037291.050963 2.388615 1.047741e-07 2.910896e-18 939.073556 7.566476e+05
0.1951368402 2868.957197 2037291.054498 2.388615 1.047735e-07 0.000000e+00 939.073555 4.913730e+03
0.1965142777 2868.957165 2037290.873446 2.388615 1.047702e-07 2.079969e-14 939.073633 5.361870e+04
0.1978917151 2868.957178 2037290.816302 2.388615 1.047855e-07 0.000000e+00 939.073658 4.888597e+04
0.2000000000 2868.957158 2037290.684937 2.388615 1.047700e-07 1.048400e-14 939.073717 4.998027e+04
