X[m], Tg[K], Pg[Pa], Rhog[kg/m^3], Rd[m], Yf, Ug[m/s], HRR
0.0166109725 2106.571018 3213150.225231 5.263878 4.579792e-06 4.875587e-07 403.770440 1.351373e+11
0.0168119704 2114.160660 3208469.468763 5.237069 4.570600e-06 5.198691e-07 405.961162 1.395975e+11
0.0170443134 2123.237543 3202799.983461 5.205017 4.559231e-06 6.519922e-07 408.615708 1.440824e+11
0.0172766564 2132.666414 3196847.718551 5.171807 4.547091e-06 8.050337e-07 411.407085 1.481733e+11
0.0175089993 2142.483648 3190560.241424 5.137316 4.534202e-06 5.202018e-07 414.345948 1.598066e+11
0.0177413423 2152.707998 3183928.233119 5.101549 4.520588e-06 0.000000e+00 417.436692 1.779488e+11
0.0179736853 2163.331338 3176979.794309 5.064639 4.506274e-06 6.063255e-07 420.678415 1.696847e+11
0.0183323918 2180.500162 3165719.405843 5.005677 4.482862e-06 0.000000e+00 425.988582 1.930174e+11
0.0186910984 2198.572402 3153622.917057 4.944265 4.457944e-06 2.520111e-07 431.651098 1.953921e+11
0.0190498049 2217.451900 3140687.360955 4.880774 4.431630e-06 3.891546e-07 437.636735 2.035783e+11
0.0194085114 2237.013082 3127001.889380 4.815749 4.404038e-06 3.110923e-07 443.920585 2.126152e+11
0.0197672180 2257.110633 3112719.578674 4.749838 4.375289e-06 2.687475e-07 450.480787 2.152297e+11
0.0203672181 2291.539895 3087561.876065 4.638689 4.324968e-06 3.918566e-07 461.949663 2.263605e+11
0.0209672182 2326.417178 3061157.403141 4.528190 4.272356e-06 1.677007e-07 473.906991 2.376341e+11
0.0215672182 2361.116896 3033893.451249 4.420099 4.218022e-06 0.000000e+00 486.186118 2.531390e+11
0.0221672183 2395.106161 3006136.683265 4.315760 4.162482e-06 1.247874e-07 498.651723 2.312558e+11
0.0227672184 2427.974030 2978219.537491 4.216088 4.106184e-06 1.206861e-07 511.175891 2.247329e+11
0.0237462805 2478.612228 2932817.038565 4.064261 4.013585e-06 0.000000e+00 531.457417 2.366951e+11
0.0247253426 2525.097625 2887757.341629 3.925444 3.921136e-06 3.059922e-08 551.173411 2.215419e+11
0.0257044047 2567.042018 2844162.977484 3.800309 3.829600e-06 5.005579e-08 570.160026 2.003537e+11
0.0266834667 2604.447403 2802568.278579 3.688233 3.739324e-06 3.368453e-08 588.497947 1.757801e+11
0.0276625288 2637.583274 2762998.928206 3.587748 3.650398e-06 3.362857e-08 606.213882 1.545663e+11
0.0281697275 2653.261529 2743140.082599 3.539488 3.604855e-06 2.502795e-08 615.095865 1.516600e+11
0.0286769261 2667.998462 2723669.117658 3.493526 3.559658e-06 2.502537e-08 623.774964 1.436648e+11
0.0291841248 2681.855482 2704582.746336 3.449694 3.514794e-06 1.788730e-08 632.243714 1.402617e+11
0.0296913234 2694.827734 2685946.946768 3.408004 3.470245e-06 2.318016e-08 640.533508 1.305833e+11
0.0311396949 2727.653610 2634869.513465 3.298946 3.344503e-06 0.000000e+00 663.236399 1.261490e+11
0.0325880664 2755.062470 2586785.907774 3.202565 3.220663e-06 7.690775e-09 684.493994 1.023861e+11
0.0340364379 2777.719250 2541421.734172 3.116860 3.098209e-06 1.057099e-08 704.580839 9.210941e+10
0.0354848094 2796.355030 2498292.536427 3.039799 2.976600e-06 9.025720e-09 723.765036 8.127857e+10
0.0372436694 2814.745493 2448755.175092 2.955737 2.829314e-06 7.693937e-09 745.770114 7.213653e+10
0.0390025294 2829.198934 2401978.767978 2.880411 2.681760e-06 6.660841e-09 766.550498 6.318633e+10
0.0407613893 2840.381876 2357580.705509 2.812276 2.533135e-06 5.839383e-09 786.289647 5.546297e+10
0.0425202493 2848.836197 2315243.740954 2.750125 2.382586e-06 5.162890e-09 805.132486 4.873301e+10
0.0433640991 2852.043002 2295578.133729 2.722147 2.309448e-06 4.877006e-09 813.894092 4.578104e+10
0.0442079489 2854.757271 2276316.779277 2.695263 2.235573e-06 4.610096e-09 822.482562 4.313153e+10
0.0450517988 2857.013117 2257381.324438 2.669331 2.160819e-06 4.360374e-09 830.932372 4.052555e+10
0.0458956486 2858.860563 2238775.381275 2.644297 2.085037e-06 4.123161e-09 839.238655 3.811526e+10
0.0467394985 2860.324112 2220465.252895 2.620084 2.008076e-06 3.898092e-09 847.416416 3.566933e+10
0.0496168495 2862.861483 2160439.041788 2.543379 1.734028e-06 3.183066e-09 874.249092 2.888402e+10
0.0504800549 2862.974388 2143038.579512 2.521878 1.647497e-06 2.978596e-09 882.030934 2.690990e+10
0.0513432602 2862.846276 2125984.210547 2.501088 1.558337e-06 2.775558e-09 889.660333 2.502512e+10
0.0522064655 2862.459479 2109145.211438 2.480865 1.466061e-06 2.574609e-09 897.196688 2.331445e+10
0.0530696708 2861.838827 2092523.356344 2.461184 1.370042e-06 2.370918e-09 904.638777 2.186859e+10
0.0539328762 2860.994782 2076080.518194 2.441990 1.269471e-06 2.165997e-09 912.003325 2.022114e+10
0.0547927310 2859.985002 2059997.860232 2.423443 1.163658e-06 1.954838e-09 919.208347 1.864920e+10
0.0556525858 2858.828075 2044242.218368 2.405487 1.050652e-06 1.735268e-09 926.268337 1.714527e+10
0.0565124407 2857.548574 2028864.262568 2.388160 9.280070e-07 1.502780e-09 933.160633 1.568293e+10
0.0573722955 2856.177739 2013943.843542 2.371531 7.915667e-07 1.252294e-09 939.849389 1.419576e+10
0.0582321503 2854.771828 1999653.178967 2.355763 6.330401e-07 9.699789e-10 946.257205 1.266331e+10
0.0589309181 2853.670094 1988721.133638 2.343795 4.734641e-07 6.983959e-10 951.159874 1.126621e+10
0.0591405484 2853.358342 1985599.448841 2.340390 4.166711e-07 6.047988e-10 952.559951 1.082883e+10
0.0593501788 2853.061308 1982570.105709 2.337090 3.521861e-07 4.997685e-10 953.918657 1.037357e+10
0.0595598091 2852.783972 1979647.253709 2.333909 2.752151e-07 3.781717e-10 955.229638 9.889789e+09
0.0596226982 2852.705477 1978793.330087 2.332980 2.485181e-07 3.357256e-10 955.612652 9.740585e+09
0.0596855873 2852.629628 1977950.879125 2.332064 2.191099e-07 2.898532e-10 955.990522 9.587618e+09
0.0597484764 2852.556776 1977120.465258 2.331160 1.859722e-07 2.383331e-10 956.362995 9.432195e+09
0.0598113655 2852.487355 1976302.599393 2.330270 1.472406e-07 1.791514e-10 956.729841 9.274511e+09
0.0598742546 2852.421978 1975497.276789 2.329393 9.883844e-08 1.044909e-10 957.091062 9.121432e+09
0.0599115429 2852.385457 1975025.608737 2.328879 6.286217e-08 5.118199e-11 957.302625 9.031868e+09
0.0599227295 2852.374867 1974884.945324 2.328726 5.124714e-08 3.353200e-11 957.365719 9.005246e+09
0.0599339160 2852.364463 1974744.704001 2.328573 4.164979e-08 1.744475e-11 957.428623 8.974855e+09
0.0599451025 2852.354256 1974605.177255 2.328421 3.628693e-08 7.112670e-12 957.491207 8.933781e+09
0.0599562890 2852.344249 1974466.609630 2.328270 3.179786e-08 1.043944e-12 957.553360 8.884191e+09
0.0599586002 2852.342207 1974438.104941 2.328239 3.186584e-08 0.000000e+00 957.566146 8.873662e+09
0.0599609115 2852.340174 1974409.673684 2.328208 3.202256e-08 2.151583e-13 957.578898 8.860960e+09
0.0599632227 2852.338151 1974381.305543 2.328177 3.214659e-08 0.000000e+00 957.591622 8.848831e+09
0.0599701565 2852.332144 1974296.675237 2.328084 3.231294e-08 1.037973e-15 957.629583 8.811323e+09
0.0599770903 2852.326202 1974212.540597 2.327993 3.238021e-08 5.745709e-15 957.667320 8.774200e+09
0.0599840241 2852.320320 1974128.886233 2.327901 3.240386e-08 1.207642e-14 957.704843 8.737650e+09
0.0600533618 2852.264790 1973323.661281 2.327024 3.242571e-08 2.873477e-14 958.066013 8.422708e+09
0.0601226995 2852.211914 1972547.252698 2.326179 3.243449e-08 2.561115e-14 958.414255 8.156088e+09
0.0601920372 2852.160940 1971794.879178 2.325360 3.244464e-08 1.209271e-14 958.751721 7.922880e+09
0.0605037781 2851.942141 1968604.195967 2.321894 3.249015e-08 0.000000e+00 960.182877 7.081350e+09
0.0608155190 2851.734371 1965683.187789 2.318730 3.253317e-08 0.000000e+00 961.493083 6.476155e+09
0.0611272599 2851.529727 1962959.236791 2.315787 3.257366e-08 0.000000e+00 962.714899 5.974488e+09
0.0614390008 2851.325948 1960397.326293 2.313025 3.261192e-08 0.000000e+00 963.864028 5.524963e+09
0.0627650602 2850.491293 1950923.513244 2.302862 3.275487e-08 0.000000e+00 968.113771 4.009804e+09
0.0640911195 2849.712729 1943416.570393 2.294877 3.286889e-08 0.000000e+00 971.481164 3.033207e+09
0.0654171788 2848.988199 1937304.440848 2.288429 3.296182e-08 0.000000e+00 974.222542 2.360517e+09
0.0667432382 2848.337655 1932261.516405 2.283139 3.304602e-08 1.663865e-15 976.484297 1.881318e+09
0.0674550897 2848.027320 1929943.012322 2.280714 3.308768e-08 0.000000e+00 977.524174 1.651579e+09
0.0681669412 2847.741510 1927839.349763 2.278515 3.312073e-08 0.000000e+00 978.467749 1.475630e+09
0.0688787927 2847.474799 1925917.763467 2.276509 3.315125e-08 0.000000e+00 979.329667 1.325049e+09
0.0695906442 2847.224751 1924155.860311 2.274673 3.317959e-08 0.000000e+00 980.119958 1.194499e+09
0.0734143397 2846.119516 1916644.322415 2.266868 3.330171e-08 0.000000e+00 983.489811 7.026761e+08
0.0772380352 2845.336846 1911692.550861 2.261752 3.338131e-08 0.000000e+00 985.711266 4.477567e+08
0.0810617307 2844.765504 1908264.057507 2.258227 3.344136e-08 0.000000e+00 987.249217 3.156928e+08
0.0848854262 2844.327707 1905726.460595 2.255626 3.348239e-08 0.000000e+00 988.387472 2.377657e+08
0.0917032085 2843.751319 1902442.390320 2.252264 3.355445e-08 0.000000e+00 989.860793 1.594966e+08
0.0937485432 2843.620597 1901720.992903 2.251528 3.357043e-08 1.572711e-16 990.184376 1.335842e+08
0.0957938778 2843.499227 1901054.133504 2.250848 3.358257e-08 2.700601e-15 990.483500 1.213141e+08
0.0978392125 2843.385393 1900433.625552 2.250216 3.359363e-08 0.000000e+00 990.761825 1.113144e+08
0.0998845472 2843.279043 1899857.150221 2.249629 3.360413e-08 0.000000e+00 991.020399 1.026641e+08
0.1003020328 2843.258224 1899744.607492 2.249514 3.360614e-08 0.000000e+00 991.070879 1.010455e+08
0.1007195184 2843.237768 1899634.167561 2.249402 3.360811e-08 0.000000e+00 991.120417 9.949722e+07
0.1011370040 2843.217585 1899525.317645 2.249291 3.361006e-08 0.000000e+00 991.169241 9.799882e+07
0.1053118600 2843.033142 1898538.129667 2.248287 3.362783e-08 0.000000e+00 991.612021 8.622689e+07
0.1094867160 2842.865276 1897645.831557 2.247380 3.364398e-08 0.000000e+00 992.012250 7.734746e+07
0.1136615721 2842.710096 1896826.969015 2.246548 3.365893e-08 0.000000e+00 992.379542 7.042061e+07
0.1336615721 2842.281260 1894515.307125 2.244194 3.370023e-08 0.000000e+00 993.416957 3.100541e+06
0.1396615721 2842.158681 1893881.331443 2.243552 3.371197e-08 1.423635e-16 993.701350 3.019549e+07
0.1414615721 2842.122206 1893694.340721 2.243362 3.371550e-08 0.000000e+00 993.785226 3.589598e+07
0.1432615721 2842.085752 1893507.960336 2.243173 3.371903e-08 0.000000e+00 993.868826 3.577290e+07
0.1450615721 2842.049205 1893321.442537 2.242985 3.372258e-08 3.226012e-17 993.952487 3.572813e+07
0.1630615721 2841.589780 1891013.363113 2.240652 3.376767e-08 0.000000e+00 994.987679 4.401230e+07
0.1810615721 2840.755651 1886903.173189 2.236507 3.385130e-08 0.000000e+00 996.831360 7.357267e+07
0.2000000000 2839.110537 1878825.014696 2.228356 3.401214e-08 0.000000e+00 1000.457706 1.789156e+08
