X[m], Tg[K], Pg[Pa], Rhog[kg/m^3], Rd[m], Yf, Ug[m/s], HRR
0.0065393716 2250.472700 3104583.015853 4.722196 2.136424e-06 1.047706e-06 454.493935 7.420681e+11
0.0067147619 2283.986156 3079489.539509 4.613063 2.109804e-06 8.907591e-07 465.947134 7.617443e+11
0.0068901522 2317.721890 3053309.681482 4.504996 2.081841e-06 6.935902e-07 477.868932 7.710445e+11
0.0070655425 2351.254639 3026280.225930 4.399195 2.052815e-06 6.027422e-07 490.130774 7.774197e+11
0.0072409328 2384.188580 2998640.189465 4.296623 2.022979e-06 5.539960e-07 502.597654 7.744662e+11
0.0074163231 2416.174613 2970694.843166 4.198112 1.992559e-06 4.516896e-07 515.171950 7.551414e+11
0.0076869520 2463.095696 2927509.382329 4.055138 1.944893e-06 2.813858e-07 534.601930 7.432588e+11
0.0079575809 2506.593062 2884555.814617 3.923301 1.896840e-06 1.502094e-07 553.755061 7.206025e+11
0.0082282099 2546.430001 2842225.712904 3.802361 1.848809e-06 1.385566e-07 572.346459 7.058634e+11
0.0084988388 2582.438585 2801254.204826 3.692490 1.801045e-06 1.444739e-07 590.379574 6.202516e+11
0.0087694677 2614.779957 2761840.463142 3.592784 1.753675e-06 1.136184e-07 607.821856 5.648052e+11
0.0088893134 2627.993923 2744872.531316 3.551568 1.732842e-06 1.016778e-07 615.353669 5.446267e+11
0.0090091592 2640.592262 2728165.565734 3.511934 1.712093e-06 8.998586e-08 622.747479 5.459298e+11
0.0091290049 2652.553941 2711745.542207 3.473897 1.691430e-06 8.935579e-08 630.043568 5.001239e+11
0.0092488507 2663.979880 2695565.849699 3.437215 1.670852e-06 7.229082e-08 637.175319 5.115106e+11
0.0093686964 2674.848917 2679656.852138 3.401914 1.650356e-06 6.827742e-08 644.179398 4.904577e+11
0.0096080053 2694.896659 2648697.272898 3.335392 1.609649e-06 7.031802e-08 657.889938 4.384679e+11
0.0098473142 2712.931830 2618814.658071 3.273694 1.569204e-06 6.694002e-08 671.170661 4.050646e+11
0.0100866231 2729.210521 2589925.219527 3.216187 1.528979e-06 5.304557e-08 683.979230 3.843915e+11
0.0103259319 2743.876594 2561945.649597 3.162417 1.488923e-06 3.667765e-08 696.368795 3.617578e+11
0.0108422309 2770.735008 2504433.111844 3.057346 1.402750e-06 3.623440e-08 721.808803 3.080409e+11
0.0113585299 2791.820378 2450653.984324 2.965284 1.316525e-06 3.077320e-08 745.657296 2.647234e+11
0.0118748289 2808.285559 2400401.434647 2.883959 1.229657e-06 2.482350e-08 767.963092 2.298045e+11
0.0123911279 2821.004005 2353345.738142 2.811533 1.141488e-06 2.102178e-08 788.865500 1.990015e+11
0.0131504073 2834.173903 2289316.502173 2.718384 1.007840e-06 1.669413e-08 817.384897 1.598828e+11
0.0139096867 2842.330530 2230498.574246 2.637816 8.662827e-07 1.316660e-08 843.645549 1.283220e+11
0.0146689662 2846.944926 2176583.871725 2.567623 7.109317e-07 9.976410e-09 867.751013 1.031373e+11
0.0154282456 2849.216054 2127881.126440 2.506843 5.287970e-07 6.816563e-09 889.547982 8.047270e+10
0.0156560294 2849.609299 2114388.326822 2.490397 4.657799e-07 5.849023e-09 895.587482 7.364624e+10
0.0158838132 2849.932614 2101551.768308 2.474890 3.954647e-07 4.798922e-09 901.336115 6.743610e+10
0.0161115970 2850.214600 2089385.711561 2.460320 3.133138e-07 3.652741e-09 906.786794 6.155527e+10
0.0161799322 2850.299750 2085879.195598 2.456141 2.852794e-07 3.266320e-09 908.358062 5.967796e+10
0.0162482673 2850.391378 2082451.212225 2.452061 2.547576e-07 2.856688e-09 909.894179 5.785233e+10
0.0163166025 2850.491492 2079104.048604 2.448082 2.209068e-07 2.409947e-09 911.394133 5.602491e+10
0.0163849376 2850.603258 2075841.396535 2.444207 1.822539e-07 1.909639e-09 912.856276 5.417150e+10
0.0164532728 2850.731680 2072667.719934 2.440439 1.357285e-07 1.323043e-09 914.278597 5.231253e+10
0.0164720996 2850.770787 2071809.494823 2.439420 1.208585e-07 1.139144e-09 914.663228 5.180301e+10
0.0164909265 2850.811941 2070958.215101 2.438409 1.045663e-07 9.383335e-10 915.044748 5.130037e+10
0.0165097534 2850.855448 2070113.716510 2.437406 8.648299e-08 7.162651e-10 915.423231 5.080860e+10
0.0165285802 2850.901663 2069275.823440 2.436410 6.629534e-08 4.711042e-10 915.798754 5.032520e+10
0.0165474071 2850.950939 2068444.710158 2.435421 4.537298e-08 2.104641e-10 916.171239 4.983153e+10
0.0165614734 2850.989802 2067829.307351 2.434689 3.232710e-08 3.953481e-11 916.447048 4.939815e+10
0.0165656933 2851.001792 2067645.791643 2.434470 3.097192e-08 0.000000e+00 916.529295 4.924591e+10
0.0165699132 2851.013873 2067463.218148 2.434253 3.078487e-08 0.000000e+00 916.611121 4.902946e+10
0.0165741331 2851.026005 2067281.786490 2.434037 3.090905e-08 0.000000e+00 916.692434 4.880430e+10
0.0165783530 2851.038169 2067101.546879 2.433822 3.104535e-08 0.000000e+00 916.773213 4.857643e+10
0.0166205521 2851.159081 2065381.437020 2.431779 3.125727e-08 1.302801e-12 917.544123 4.655318e+10
0.0166627511 2851.277667 2063734.494533 2.429825 3.126143e-08 5.389604e-13 918.282243 4.482319e+10
0.0167049501 2851.393155 2062148.438819 2.427946 3.126625e-08 0.000000e+00 918.993073 4.332115e+10
0.0168437831 2851.749447 2057217.209428 2.422122 3.132441e-08 0.000000e+00 921.203105 3.924161e+10
0.0169826160 2852.065206 2052666.762227 2.416772 3.138089e-08 0.000000e+00 923.242498 3.623064e+10
0.0171214490 2852.341340 2048400.158027 2.411778 3.145140e-08 2.709525e-13 925.154685 3.376739e+10
0.0172602819 2852.581122 2044359.188459 2.407067 3.150336e-08 0.000000e+00 926.965750 3.162936e+10
0.0174733703 2852.886486 2038513.098736 2.400283 3.159429e-08 0.000000e+00 929.585813 2.875366e+10
0.0176864587 2853.122424 2033048.857602 2.393976 3.168102e-08 0.000000e+00 932.034750 2.630216e+10
0.0178995470 2853.297867 2027917.725556 2.388084 3.176499e-08 1.573250e-14 934.334402 2.412083e+10
0.0181126354 2853.422781 2023090.806849 2.382567 3.184392e-08 0.000000e+00 936.497718 2.216294e+10
0.0188354946 2853.585374 2008552.729295 2.366089 3.208808e-08 0.000000e+00 943.013311 1.684666e+10
0.0195583539 2853.460188 1996613.476413 2.352720 3.228596e-08 0.000000e+00 948.364979 1.333329e+10
0.0202812132 2853.101719 1986458.835227 2.341508 3.243833e-08 0.000000e+00 952.916649 1.071721e+10
0.0210040724 2852.650229 1977819.980520 2.332059 3.254526e-08 0.000000e+00 956.789161 8.674535e+09
0.0222268045 2851.870759 1966135.589762 2.319378 3.263614e-08 0.000000e+00 962.026971 6.044775e+09
0.0234495366 2851.221015 1957337.460759 2.309861 3.266828e-08 1.614018e-14 965.970961 4.405533e+09
0.0246722687 2850.689043 1950600.493442 2.302592 3.269717e-08 0.000000e+00 968.991647 3.349758e+09
0.0258950008 2850.202743 1945245.171398 2.296851 3.275023e-08 0.000000e+00 971.392957 2.507225e+09
0.0271177329 2849.724454 1940813.157767 2.292147 3.282393e-08 0.000000e+00 973.379370 1.887800e+09
0.0293919178 2848.895263 1934322.951119 2.285335 3.291397e-08 0.000000e+00 976.287072 1.298056e+09
0.0316661026 2848.065058 1928924.172467 2.279755 3.325735e-08 7.604199e-14 978.703278 8.989050e+08
0.0317275056 2848.045278 1928792.526179 2.279619 3.326902e-08 0.000000e+00 978.762223 1.017929e+09
0.0317889086 2848.028108 1928670.503674 2.279491 3.327326e-08 2.070639e-15 978.816901 1.013972e+09
0.0318503116 2848.011930 1928552.534709 2.279368 3.327456e-08 0.000000e+00 978.869780 1.002062e+09
0.0319117146 2847.995791 1928435.335675 2.279246 3.327588e-08 3.111181e-14 978.922312 9.922036e+08
0.0319731176 2847.979555 1928318.397165 2.279124 3.327814e-08 0.000000e+00 978.974723 9.833548e+08
0.0322951410 2847.896421 1927721.150603 2.278501 3.328701e-08 0.000000e+00 979.242411 9.364901e+08
0.0326171644 2847.815749 1927147.236059 2.277902 3.329777e-08 0.000000e+00 979.499633 8.928235e+08
0.0329391879 2847.737829 1926596.685975 2.277329 3.330857e-08 5.393483e-15 979.746383 8.519757e+08
0.0332612113 2847.662601 1926068.428883 2.276778 3.331849e-08 0.000000e+00 979.983141 8.135705e+08
0.0362422793 2847.113094 1922350.149576 2.272917 3.338670e-08 0.000000e+00 981.649425 5.709607e+08
0.0392233474 2846.689558 1919576.677500 2.270045 3.342994e-08 0.000000e+00 982.892354 4.099743e+08
0.0422044155 2846.362709 1917490.556143 2.267889 3.346452e-08 0.000000e+00 983.827254 3.011349e+08
0.0480252824 2845.906450 1914616.008603 2.264921 3.354028e-08 0.000000e+00 985.115704 1.673272e+08
0.0497715424 2845.812855 1914041.938323 2.264330 3.355669e-08 2.358972e-16 985.372993 1.368230e+08
0.0515178025 2845.731824 1913546.999986 2.263820 3.356635e-08 2.175553e-14 985.594818 1.159130e+08
0.0532640626 2845.661716 1913121.171983 2.263382 3.357462e-08 2.584367e-14 985.785665 9.859507e+07
0.0550103226 2845.601434 1912756.439003 2.263006 3.358198e-08 3.657414e-15 985.949132 8.398192e+07
0.0590680579 2845.490517 1912087.960264 2.262319 3.359482e-08 0.000000e+00 986.248738 5.784395e+07
0.0631257932 2845.412394 1911620.238710 2.261838 3.360363e-08 8.947546e-15 986.458365 4.000591e+07
0.0671835285 2845.357343 1911292.391302 2.261501 3.360974e-08 0.000000e+00 986.605299 2.808929e+07
0.0712412638 2845.318306 1911060.815548 2.261264 3.361385e-08 0.000000e+00 986.709086 1.990161e+07
0.0772412638 2845.283543 1910854.909924 2.261052 3.361722e-08 3.271358e-15 986.801367 1.281947e+07
0.0832412638 2845.261522 1910724.438522 2.260918 3.361893e-08 0.000000e+00 986.859845 9.445986e+06
0.0892412638 2845.247251 1910640.083515 2.260832 3.362014e-08 2.374107e-15 986.897651 6.086083e+06
0.0952412638 2845.237976 1910585.310205 2.260775 3.362103e-08 8.718308e-16 986.922199 3.448858e+06
0.1012412638 2845.232028 1910550.140342 2.260739 3.362124e-08 0.000000e+00 986.937962 3.641210e+06
0.1072412638 2845.228130 1910527.149446 2.260716 3.362137e-08 9.898972e-17 986.948266 2.325110e+06
0.1272412638 2845.222983 1910496.822729 2.260684 3.362096e-08 5.624741e-17 986.961858 5.971159e+05
0.1472412638 2845.221244 1910486.515849 2.260674 3.362117e-08 3.817342e-18 986.966477 1.186137e+06
0.1672412638 2845.220870 1910484.299289 2.260672 3.362008e-08 0.000000e+00 986.967471 1.517305e+04
0.1872412638 2845.215764 1910457.546790 2.260644 3.361601e-08 2.625809e-14 986.979424 -6.604185e+05
0.2000000000 2845.196598 1910357.276697 2.260541 3.362639e-08 5.038008e-16 987.024324 3.708870e+06
